Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price
dummy-product-326,Dummy Product 326,<p>This is a description for Dummy Product 326.</p>,Vendor 4,Type 2,"tag326,sample",TRUE,Size,Large,SKU0326,70,8.28,118.17
dummy-product-327,Dummy Product 327,<p>This is a description for Dummy Product 327.</p>,Vendor 4,Type 2,"tag327,sample",TRUE,Size,Small,SKU0327,69,70.79,108.22
dummy-product-328,Dummy Product 328,<p>This is a description for Dummy Product 328.</p>,Vendor 4,Type 2,"tag328,sample",TRUE,Size,Large,SKU0328,28,20.31,112.63
dummy-product-329,Dummy Product 329,<p>This is a description for Dummy Product 329.</p>,Vendor 4,Type 2,"tag329,sample",TRUE,Size,Small,SKU0329,13,54.89,109.43
dummy-product-330,Dummy Product 330,<p>This is a description for Dummy Product 330.</p>,Vendor 4,Type 2,"tag330,sample",TRUE,Size,Large,SKU0330,98,57.54,109.41
dummy-product-331,Dummy Product 331,<p>This is a description for Dummy Product 331.</p>,Vendor 4,Type 2,"tag331,sample",TRUE,Size,Small,SKU0331,7,54.65,105.05
dummy-product-332,Dummy Product 332,<p>This is a description for Dummy Product 332.</p>,Vendor 4,Type 2,"tag332,sample",TRUE,Size,Large,SKU0332,78,84.27,103.66
dummy-product-333,Dummy Product 333,<p>This is a description for Dummy Product 333.</p>,Vendor 4,Type 2,"tag333,sample",TRUE,Size,Small,SKU0333,39,66.72,117.17
dummy-product-334,Dummy Product 334,<p>This is a description for Dummy Product 334.</p>,Vendor 4,Type 2,"tag334,sample",TRUE,Size,Large,SKU0334,44,1.58,101.65
dummy-product-335,Dummy Product 335,<p>This is a description for Dummy Product 335.</p>,Vendor 4,Type 2,"tag335,sample",TRUE,Size,Small,SKU0335,72,58.45,104.95
dummy-product-336,Dummy Product 336,<p>This is a description for Dummy Product 336.</p>,Vendor 4,Type 2,"tag336,sample",TRUE,Size,Large,SKU0336,84,91.73,104.97
dummy-product-337,Dummy Product 337,<p>This is a description for Dummy Product 337.</p>,Vendor 4,Type 2,"tag337,sample",TRUE,Size,Small,SKU0337,9,45.54,108.99
dummy-product-338,Dummy Product 338,<p>This is a description for Dummy Product 338.</p>,Vendor 4,Type 2,"tag338,sample",TRUE,Size,Large,SKU0338,87,45.78,117.88
dummy-product-339,Dummy Product 339,<p>This is a description for Dummy Product 339.</p>,Vendor 4,Type 2,"tag339,sample",TRUE,Size,Small,SKU0339,59,93.71,111.11
dummy-product-340,Dummy Product 340,<p>This is a description for Dummy Product 340.</p>,Vendor 4,Type 2,"tag340,sample",TRUE,Size,Large,SKU0340,86,55.75,113.63
dummy-product-341,Dummy Product 341,<p>This is a description for Dummy Product 341.</p>,Vendor 4,Type 2,"tag341,sample",TRUE,Size,Small,SKU0341,71,64.32,101.10
dummy-product-342,Dummy Product 342,<p>This is a description for Dummy Product 342.</p>,Vendor 4,Type 2,"tag342,sample",TRUE,Size,Large,SKU0342,65,15.48,109.56
dummy-product-343,Dummy Product 343,<p>This is a description for Dummy Product 343.</p>,Vendor 4,Type 2,"tag343,sample",TRUE,Size,Small,SKU0343,88,48.35,100.31
dummy-product-344,Dummy Product 344,<p>This is a description for Dummy Product 344.</p>,Vendor 4,Type 2,"tag344,sample",TRUE,Size,Large,SKU0344,59,82.99,114.46
dummy-product-345,Dummy Product 345,<p>This is a description for Dummy Product 345.</p>,Vendor 4,Type 2,"tag345,sample",TRUE,Size,Small,SKU0345,35,41.14,102.81
dummy-product-346,Dummy Product 346,<p>This is a description for Dummy Product 346.</p>,Vendor 4,Type 2,"tag346,sample",TRUE,Size,Large,SKU0346,3,84.68,105.27
dummy-product-347,Dummy Product 347,<p>This is a description for Dummy Product 347.</p>,Vendor 4,Type 2,"tag347,sample",TRUE,Size,Small,SKU0347,59,90.60,118.54
dummy-product-348,Dummy Product 348,<p>This is a description for Dummy Product 348.</p>,Vendor 4,Type 2,"tag348,sample",TRUE,Size,Large,SKU0348,42,95.44,119.27
dummy-product-349,Dummy Product 349,<p>This is a description for Dummy Product 349.</p>,Vendor 4,Type 2,"tag349,sample",TRUE,Size,Small,SKU0349,94,76.95,115.27
dummy-product-350,Dummy Product 350,<p>This is a description for Dummy Product 350.</p>,Vendor 4,Type 2,"tag350,sample",TRUE,Size,Large,SKU0350,1,12.60,105.23
dummy-product-351,Dummy Product 351,<p>This is a description for Dummy Product 351.</p>,Vendor 4,Type 2,"tag351,sample",TRUE,Size,Small,SKU0351,95,39.77,105.32
dummy-product-352,Dummy Product 352,<p>This is a description for Dummy Product 352.</p>,Vendor 4,Type 2,"tag352,sample",TRUE,Size,Large,SKU0352,71,48.46,116.50
dummy-product-353,Dummy Product 353,<p>This is a description for Dummy Product 353.</p>,Vendor 4,Type 2,"tag353,sample",TRUE,Size,Small,SKU0353,65,20.69,100.66
dummy-product-354,Dummy Product 354,<p>This is a description for Dummy Product 354.</p>,Vendor 4,Type 2,"tag354,sample",TRUE,Size,Large,SKU0354,7,95.80,102.19
dummy-product-355,Dummy Product 355,<p>This is a description for Dummy Product 355.</p>,Vendor 4,Type 2,"tag355,sample",TRUE,Size,Small,SKU0355,79,63.41,113.63
dummy-product-356,Dummy Product 356,<p>This is a description for Dummy Product 356.</p>,Vendor 4,Type 2,"tag356,sample",TRUE,Size,Large,SKU0356,38,85.56,103.17
dummy-product-357,Dummy Product 357,<p>This is a description for Dummy Product 357.</p>,Vendor 4,Type 2,"tag357,sample",TRUE,Size,Small,SKU0357,54,51.20,111.40
dummy-product-358,Dummy Product 358,<p>This is a description for Dummy Product 358.</p>,Vendor 4,Type 2,"tag358,sample",TRUE,Size,Large,SKU0358,45,16.41,116.04
dummy-product-359,Dummy Product 359,<p>This is a description for Dummy Product 359.</p>,Vendor 4,Type 2,"tag359,sample",TRUE,Size,Small,SKU0359,49,89.75,100.27
dummy-product-360,Dummy Product 360,<p>This is a description for Dummy Product 360.</p>,Vendor 4,Type 2,"tag360,sample",TRUE,Size,Large,SKU0360,58,78.05,100.35
dummy-product-361,Dummy Product 361,<p>This is a description for Dummy Product 361.</p>,Vendor 4,Type 2,"tag361,sample",TRUE,Size,Small,SKU0361,43,97.46,114.56
dummy-product-362,Dummy Product 362,<p>This is a description for Dummy Product 362.</p>,Vendor 4,Type 2,"tag362,sample",TRUE,Size,Large,SKU0362,41,33.79,110.88
dummy-product-363,Dummy Product 363,<p>This is a description for Dummy Product 363.</p>,Vendor 4,Type 2,"tag363,sample",TRUE,Size,Small,SKU0363,49,55.19,114.44
dummy-product-364,Dummy Product 364,<p>This is a description for Dummy Product 364.</p>,Vendor 4,Type 2,"tag364,sample",TRUE,Size,Large,SKU0364,33,60.52,111.52
dummy-product-365,Dummy Product 365,<p>This is a description for Dummy Product 365.</p>,Vendor 4,Type 2,"tag365,sample",TRUE,Size,Small,SKU0365,60,55.68,104.31
dummy-product-366,Dummy Product 366,<p>This is a description for Dummy Product 366.</p>,Vendor 4,Type 2,"tag366,sample",TRUE,Size,Large,SKU0366,91,25.03,102.12
dummy-product-367,Dummy Product 367,<p>This is a description for Dummy Product 367.</p>,Vendor 4,Type 2,"tag367,sample",TRUE,Size,Small,SKU0367,79,58.96,116.81
dummy-product-368,Dummy Product 368,<p>This is a description for Dummy Product 368.</p>,Vendor 4,Type 2,"tag368,sample",TRUE,Size,Large,SKU0368,92,0.99,107.45
dummy-product-369,Dummy Product 369,<p>This is a description for Dummy Product 369.</p>,Vendor 4,Type 2,"tag369,sample",TRUE,Size,Small,SKU0369,57,57.87,107.88
dummy-product-370,Dummy Product 370,<p>This is a description for Dummy Product 370.</p>,Vendor 4,Type 2,"tag370,sample",TRUE,Size,Large,SKU0370,36,74.40,110.08
dummy-product-371,Dummy Product 371,<p>This is a description for Dummy Product 371.</p>,Vendor 4,Type 2,"tag371,sample",TRUE,Size,Small,SKU0371,47,18.69,115.81
dummy-product-372,Dummy Product 372,<p>This is a description for Dummy Product 372.</p>,Vendor 4,Type 2,"tag372,sample",TRUE,Size,Large,SKU0372,96,25.32,119.60
dummy-product-373,Dummy Product 373,<p>This is a description for Dummy Product 373.</p>,Vendor 4,Type 2,"tag373,sample",TRUE,Size,Small,SKU0373,49,36.31,103.91
dummy-product-374,Dummy Product 374,<p>This is a description for Dummy Product 374.</p>,Vendor 4,Type 2,"tag374,sample",TRUE,Size,Large,SKU0374,43,12.22,115.00
dummy-product-375,Dummy Product 375,<p>This is a description for Dummy Product 375.</p>,Vendor 4,Type 2,"tag375,sample",TRUE,Size,Small,SKU0375,65,72.29,102.29
dummy-product-376,Dummy Product 376,<p>This is a description for Dummy Product 376.</p>,Vendor 4,Type 2,"tag376,sample",TRUE,Size,Large,SKU0376,48,66.10,108.68
dummy-product-377,Dummy Product 377,<p>This is a description for Dummy Product 377.</p>,Vendor 4,Type 2,"tag377,sample",TRUE,Size,Small,SKU0377,42,51.74,111.59
dummy-product-378,Dummy Product 378,<p>This is a description for Dummy Product 378.</p>,Vendor 4,Type 2,"tag378,sample",TRUE,Size,Large,SKU0378,69,93.46,102.28
dummy-product-379,Dummy Product 379,<p>This is a description for Dummy Product 379.</p>,Vendor 4,Type 2,"tag379,sample",TRUE,Size,Small,SKU0379,48,95.51,101.98
dummy-product-380,Dummy Product 380,<p>This is a description for Dummy Product 380.</p>,Vendor 4,Type 2,"tag380,sample",TRUE,Size,Large,SKU0380,44,47.11,107.73
dummy-product-381,Dummy Product 381,<p>This is a description for Dummy Product 381.</p>,Vendor 4,Type 2,"tag381,sample",TRUE,Size,Small,SKU0381,65,90.25,115.71
dummy-product-382,Dummy Product 382,<p>This is a description for Dummy Product 382.</p>,Vendor 4,Type 2,"tag382,sample",TRUE,Size,Large,SKU0382,85,43.78,105.42
dummy-product-383,Dummy Product 383,<p>This is a description for Dummy Product 383.</p>,Vendor 4,Type 2,"tag383,sample",TRUE,Size,Small,SKU0383,90,84.82,108.62
dummy-product-384,Dummy Product 384,<p>This is a description for Dummy Product 384.</p>,Vendor 4,Type 2,"tag384,sample",TRUE,Size,Large,SKU0384,93,53.69,105.48
dummy-product-385,Dummy Product 385,<p>This is a description for Dummy Product 385.</p>,Vendor 4,Type 2,"tag385,sample",TRUE,Size,Small,SKU0385,4,33.64,103.13
dummy-product-386,Dummy Product 386,<p>This is a description for Dummy Product 386.</p>,Vendor 4,Type 2,"tag386,sample",TRUE,Size,Large,SKU0386,3,58.63,112.11
dummy-product-387,Dummy Product 387,<p>This is a description for Dummy Product 387.</p>,Vendor 4,Type 2,"tag387,sample",TRUE,Size,Small,SKU0387,10,9.68,106.48
dummy-product-388,Dummy Product 388,<p>This is a description for Dummy Product 388.</p>,Vendor 4,Type 2,"tag388,sample",TRUE,Size,Large,SKU0388,18,28.78,103.53
dummy-product-389,Dummy Product 389,<p>This is a description for Dummy Product 389.</p>,Vendor 4,Type 2,"tag389,sample",TRUE,Size,Small,SKU0389,40,37.46,105.50
dummy-product-390,Dummy Product 390,<p>This is a description for Dummy Product 390.</p>,Vendor 4,Type 2,"tag390,sample",TRUE,Size,Large,SKU0390,83,65.60,101.00
dummy-product-391,Dummy Product 391,<p>This is a description for Dummy Product 391.</p>,Vendor 4,Type 2,"tag391,sample",TRUE,Size,Small,SKU0391,6,94.92,104.60
dummy-product-392,Dummy Product 392,<p>This is a description for Dummy Product 392.</p>,Vendor 4,Type 2,"tag392,sample",TRUE,Size,Large,SKU0392,64,11.73,119.64
dummy-product-393,Dummy Product 393,<p>This is a description for Dummy Product 393.</p>,Vendor 4,Type 2,"tag393,sample",TRUE,Size,Small,SKU0393,33,59.39,117.48
dummy-product-394,Dummy Product 394,<p>This is a description for Dummy Product 394.</p>,Vendor 4,Type 2,"tag394,sample",TRUE,Size,Large,SKU0394,47,58.95,105.62
dummy-product-395,Dummy Product 395,<p>This is a description for Dummy Product 395.</p>,Vendor 4,Type 2,"tag395,sample",TRUE,Size,Small,SKU0395,44,81.03,111.45
dummy-product-396,Dummy Product 396,<p>This is a description for Dummy Product 396.</p>,Vendor 4,Type 2,"tag396,sample",TRUE,Size,Large,SKU0396,88,67.64,118.97
dummy-product-397,Dummy Product 397,<p>This is a description for Dummy Product 397.</p>,Vendor 4,Type 2,"tag397,sample",TRUE,Size,Small,SKU0397,58,14.02,107.47
dummy-product-398,Dummy Product 398,<p>This is a description for Dummy Product 398.</p>,Vendor 4,Type 2,"tag398,sample",TRUE,Size,Large,SKU0398,13,53.43,100.29
dummy-product-399,Dummy Product 399,<p>This is a description for Dummy Product 399.</p>,Vendor 4,Type 2,"tag399,sample",TRUE,Size,Small,SKU0399,17,41.42,119.69
dummy-product-400,Dummy Product 400,<p>This is a description for Dummy Product 400.</p>,Vendor 4,Type 2,"tag400,sample",TRUE,Size,Large,SKU0400,53,44.71,119.23
dummy-product-401,Dummy Product 401,<p>This is a description for Dummy Product 401.</p>,Vendor 5,Type 3,"tag401,sample",TRUE,Size,Small,SKU0401,12,76.52,112.92
dummy-product-402,Dummy Product 402,<p>This is a description for Dummy Product 402.</p>,Vendor 5,Type 3,"tag402,sample",TRUE,Size,Large,SKU0402,74,4.63,114.77
dummy-product-403,Dummy Product 403,<p>This is a description for Dummy Product 403.</p>,Vendor 5,Type 3,"tag403,sample",TRUE,Size,Small,SKU0403,85,49.88,117.89
dummy-product-404,Dummy Product 404,<p>This is a description for Dummy Product 404.</p>,Vendor 5,Type 3,"tag404,sample",TRUE,Size,Large,SKU0404,77,47.57,110.64
dummy-product-405,Dummy Product 405,<p>This is a description for Dummy Product 405.</p>,Vendor 5,Type 3,"tag405,sample",TRUE,Size,Small,SKU0405,50,17.16,105.49
dummy-product-406,Dummy Product 406,<p>This is a description for Dummy Product 406.</p>,Vendor 5,Type 3,"tag406,sample",TRUE,Size,Large,SKU0406,96,18.51,104.86
dummy-product-407,Dummy Product 407,<p>This is a description for Dummy Product 407.</p>,Vendor 5,Type 3,"tag407,sample",TRUE,Size,Small,SKU0407,8,79.67,104.55
dummy-product-408,Dummy Product 408,<p>This is a description for Dummy Product 408.</p>,Vendor 5,Type 3,"tag408,sample",TRUE,Size,Large,SKU0408,36,45.16,103.52
dummy-product-409,Dummy Product 409,<p>This is a description for Dummy Product 409.</p>,Vendor 5,Type 3,"tag409,sample",TRUE,Size,Small,SKU0409,9,74.66,107.54
dummy-product-410,Dummy Product 410,<p>This is a description for Dummy Product 410.</p>,Vendor 5,Type 3,"tag410,sample",TRUE,Size,Large,SKU0410,5,90.21,115.09
dummy-product-411,Dummy Product 411,<p>This is a description for Dummy Product 411.</p>,Vendor 5,Type 3,"tag411,sample",TRUE,Size,Small,SKU0411,23,23.03,100.90
dummy-product-412,Dummy Product 412,<p>This is a description for Dummy Product 412.</p>,Vendor 5,Type 3,"tag412,sample",TRUE,Size,Large,SKU0412,84,99.57,113.35
dummy-product-413,Dummy Product 413,<p>This is a description for Dummy Product 413.</p>,Vendor 5,Type 3,"tag413,sample",TRUE,Size,Small,SKU0413,75,44.85,117.03
dummy-product-414,Dummy Product 414,<p>This is a description for Dummy Product 414.</p>,Vendor 5,Type 3,"tag414,sample",TRUE,Size,Large,SKU0414,39,29.60,102.60
dummy-product-415,Dummy Product 415,<p>This is a description for Dummy Product 415.</p>,Vendor 5,Type 3,"tag415,sample",TRUE,Size,Small,SKU0415,43,66.31,112.02
dummy-product-416,Dummy Product 416,<p>This is a description for Dummy Product 416.</p>,Vendor 5,Type 3,"tag416,sample",TRUE,Size,Large,SKU0416,74,26.63,118.16
dummy-product-417,Dummy Product 417,<p>This is a description for Dummy Product 417.</p>,Vendor 5,Type 3,"tag417,sample",TRUE,Size,Small,SKU0417,62,11.17,101.40
dummy-product-418,Dummy Product 418,<p>This is a description for Dummy Product 418.</p>,Vendor 5,Type 3,"tag418,sample",TRUE,Size,Large,SKU0418,41,62.20,115.04
dummy-product-419,Dummy Product 419,<p>This is a description for Dummy Product 419.</p>,Vendor 5,Type 3,"tag419,sample",TRUE,Size,Small,SKU0419,64,38.58,105.78
dummy-product-420,Dummy Product 420,<p>This is a description for Dummy Product 420.</p>,Vendor 5,Type 3,"tag420,sample",TRUE,Size,Large,SKU0420,93,62.41,119.70
dummy-product-421,Dummy Product 421,<p>This is a description for Dummy Product 421.</p>,Vendor 5,Type 3,"tag421,sample",TRUE,Size,Small,SKU0421,52,63.85,100.93
dummy-product-422,Dummy Product 422,<p>This is a description for Dummy Product 422.</p>,Vendor 5,Type 3,"tag422,sample",TRUE,Size,Large,SKU0422,65,8.07,113.88
dummy-product-423,Dummy Product 423,<p>This is a description for Dummy Product 423.</p>,Vendor 5,Type 3,"tag423,sample",TRUE,Size,Small,SKU0423,86,6.75,105.15
dummy-product-424,Dummy Product 424,<p>This is a description for Dummy Product 424.</p>,Vendor 5,Type 3,"tag424,sample",TRUE,Size,Large,SKU0424,6,85.17,103.82
dummy-product-425,Dummy Product 425,<p>This is a description for Dummy Product 425.</p>,Vendor 5,Type 3,"tag425,sample",TRUE,Size,Small,SKU0425,40,72.17,113.26
dummy-product-426,Dummy Product 426,<p>This is a description for Dummy Product 426.</p>,Vendor 5,Type 3,"tag426,sample",TRUE,Size,Large,SKU0426,58,61.46,113.35
dummy-product-427,Dummy Product 427,<p>This is a description for Dummy Product 427.</p>,Vendor 5,Type 3,"tag427,sample",TRUE,Size,Small,SKU0427,49,37.36,118.45
dummy-product-428,Dummy Product 428,<p>This is a description for Dummy Product 428.</p>,Vendor 5,Type 3,"tag428,sample",TRUE,Size,Large,SKU0428,86,0.79,115.19
dummy-product-429,Dummy Product 429,<p>This is a description for Dummy Product 429.</p>,Vendor 5,Type 3,"tag429,sample",TRUE,Size,Small,SKU0429,49,54.60,105.32
dummy-product-430,Dummy Product 430,<p>This is a description for Dummy Product 430.</p>,Vendor 5,Type 3,"tag430,sample",TRUE,Size,Large,SKU0430,75,27.26,115.20
dummy-product-431,Dummy Product 431,<p>This is a description for Dummy Product 431.</p>,Vendor 5,Type 3,"tag431,sample",TRUE,Size,Small,SKU0431,62,24.62,113.34
dummy-product-432,Dummy Product 432,<p>This is a description for Dummy Product 432.</p>,Vendor 5,Type 3,"tag432,sample",TRUE,Size,Large,SKU0432,81,70.64,100.73
dummy-product-433,Dummy Product 433,<p>This is a description for Dummy Product 433.</p>,Vendor 5,Type 3,"tag433,sample",TRUE,Size,Small,SKU0433,35,96.18,116.91
dummy-product-434,Dummy Product 434,<p>This is a description for Dummy Product 434.</p>,Vendor 5,Type 3,"tag434,sample",TRUE,Size,Large,SKU0434,24,63.32,113.61
dummy-product-435,Dummy Product 435,<p>This is a description for Dummy Product 435.</p>,Vendor 5,Type 3,"tag435,sample",TRUE,Size,Small,SKU0435,10,52.44,110.56
dummy-product-436,Dummy Product 436,<p>This is a description for Dummy Product 436.</p>,Vendor 5,Type 3,"tag436,sample",TRUE,Size,Large,SKU0436,63,16.13,109.20
dummy-product-437,Dummy Product 437,<p>This is a description for Dummy Product 437.</p>,Vendor 5,Type 3,"tag437,sample",TRUE,Size,Small,SKU0437,2,74.90,119.05
dummy-product-438,Dummy Product 438,<p>This is a description for Dummy Product 438.</p>,Vendor 5,Type 3,"tag438,sample",TRUE,Size,Large,SKU0438,44,13.74,113.01
dummy-product-439,Dummy Product 439,<p>This is a description for Dummy Product 439.</p>,Vendor 5,Type 3,"tag439,sample",TRUE,Size,Small,SKU0439,48,4.16,111.39
dummy-product-440,Dummy Product 440,<p>This is a description for Dummy Product 440.</p>,Vendor 5,Type 3,"tag440,sample",TRUE,Size,Large,SKU0440,94,33.78,102.00
dummy-product-441,Dummy Product 441,<p>This is a description for Dummy Product 441.</p>,Vendor 5,Type 3,"tag441,sample",TRUE,Size,Small,SKU0441,15,88.30,117.83
dummy-product-442,Dummy Product 442,<p>This is a description for Dummy Product 442.</p>,Vendor 5,Type 3,"tag442,sample",TRUE,Size,Large,SKU0442,59,7.78,114.97
dummy-product-443,Dummy Product 443,<p>This is a description for Dummy Product 443.</p>,Vendor 5,Type 3,"tag443,sample",TRUE,Size,Small,SKU0443,98,13.15,101.98
dummy-product-444,Dummy Product 444,<p>This is a description for Dummy Product 444.</p>,Vendor 5,Type 3,"tag444,sample",TRUE,Size,Large,SKU0444,93,51.03,104.92
dummy-product-445,Dummy Product 445,<p>This is a description for Dummy Product 445.</p>,Vendor 5,Type 3,"tag445,sample",TRUE,Size,Small,SKU0445,24,3.61,117.99
dummy-product-446,Dummy Product 446,<p>This is a description for Dummy Product 446.</p>,Vendor 5,Type 3,"tag446,sample",TRUE,Size,Large,SKU0446,30,9.02,106.24
dummy-product-447,Dummy Product 447,<p>This is a description for Dummy Product 447.</p>,Vendor 5,Type 3,"tag447,sample",TRUE,Size,Small,SKU0447,12,41.30,104.79
dummy-product-448,Dummy Product 448,<p>This is a description for Dummy Product 448.</p>,Vendor 5,Type 3,"tag448,sample",TRUE,Size,Large,SKU0448,34,33.26,112.83
dummy-product-449,Dummy Product 449,<p>This is a description for Dummy Product 449.</p>,Vendor 5,Type 3,"tag449,sample",TRUE,Size,Small,SKU0449,56,50.43,105.51
dummy-product-450,Dummy Product 450,<p>This is a description for Dummy Product 450.</p>,Vendor 5,Type 3,"tag450,sample",TRUE,Size,Large,SKU0450,36,65.31,116.22
dummy-product-451,Dummy Product 451,<p>This is a description for Dummy Product 451.</p>,Vendor 5,Type 3,"tag451,sample",TRUE,Size,Small,SKU0451,96,59.86,103.19
dummy-product-452,Dummy Product 452,<p>This is a description for Dummy Product 452.</p>,Vendor 5,Type 3,"tag452,sample",TRUE,Size,Large,SKU0452,8,54.57,119.03
dummy-product-453,Dummy Product 453,<p>This is a description for Dummy Product 453.</p>,Vendor 5,Type 3,"tag453,sample",TRUE,Size,Small,SKU0453,57,20.56,100.45
dummy-product-454,Dummy Product 454,<p>This is a description for Dummy Product 454.</p>,Vendor 5,Type 3,"tag454,sample",TRUE,Size,Large,SKU0454,22,65.98,109.40
dummy-product-455,Dummy Product 455,<p>This is a description for Dummy Product 455.</p>,Vendor 5,Type 3,"tag455,sample",TRUE,Size,Small,SKU0455,29,80.38,107.23
dummy-product-456,Dummy Product 456,<p>This is a description for Dummy Product 456.</p>,Vendor 5,Type 3,"tag456,sample",TRUE,Size,Large,SKU0456,18,74.02,106.12
dummy-product-457,Dummy Product 457,<p>This is a description for Dummy Product 457.</p>,Vendor 5,Type 3,"tag457,sample",TRUE,Size,Small,SKU0457,86,79.08,100.06
dummy-product-458,Dummy Product 458,<p>This is a description for Dummy Product 458.</p>,Vendor 5,Type 3,"tag458,sample",TRUE,Size,Large,SKU0458,80,53.15,117.21
dummy-product-459,Dummy Product 459,<p>This is a description for Dummy Product 459.</p>,Vendor 5,Type 3,"tag459,sample",TRUE,Size,Small,SKU0459,20,22.13,119.34
dummy-product-460,Dummy Product 460,<p>This is a description for Dummy Product 460.</p>,Vendor 5,Type 3,"tag460,sample",TRUE,Size,Large,SKU0460,71,16.01,110.93
dummy-product-461,Dummy Product 461,<p>This is a description for Dummy Product 461.</p>,Vendor 5,Type 3,"tag461,sample",TRUE,Size,Small,SKU0461,18,20.53,108.96
dummy-product-462,Dummy Product 462,<p>This is a description for Dummy Product 462.</p>,Vendor 5,Type 3,"tag462,sample",TRUE,Size,Large,SKU0462,16,20.28,118.07
dummy-product-463,Dummy Product 463,<p>This is a description for Dummy Product 463.</p>,Vendor 5,Type 3,"tag463,sample",TRUE,Size,Small,SKU0463,25,87.95,115.06
dummy-product-464,Dummy Product 464,<p>This is a description for Dummy Product 464.</p>,Vendor 5,Type 3,"tag464,sample",TRUE,Size,Large,SKU0464,18,68.62,105.08
dummy-product-465,Dummy Product 465,<p>This is a description for Dummy Product 465.</p>,Vendor 5,Type 3,"tag465,sample",TRUE,Size,Small,SKU0465,66,30.77,112.62
dummy-product-466,Dummy Product 466,<p>This is a description for Dummy Product 466.</p>,Vendor 5,Type 3,"tag466,sample",TRUE,Size,Large,SKU0466,92,56.76,107.99
dummy-product-467,Dummy Product 467,<p>This is a description for Dummy Product 467.</p>,Vendor 5,Type 3,"tag467,sample",TRUE,Size,Small,SKU0467,47,67.22,105.64
dummy-product-468,Dummy Product 468,<p>This is a description for Dummy Product 468.</p>,Vendor 5,Type 3,"tag468,sample",TRUE,Size,Large,SKU0468,86,22.98,115.13
dummy-product-469,Dummy Product 469,<p>This is a description for Dummy Product 469.</p>,Vendor 5,Type 3,"tag469,sample",TRUE,Size,Small,SKU0469,87,57.48,102.85
dummy-product-470,Dummy Product 470,<p>This is a description for Dummy Product 470.</p>,Vendor 5,Type 3,"tag470,sample",TRUE,Size,Large,SKU0470,66,70.07,103.85
dummy-product-471,Dummy Product 471,<p>This is a description for Dummy Product 471.</p>,Vendor 5,Type 3,"tag471,sample",TRUE,Size,Small,SKU0471,62,3.35,109.34
dummy-product-472,Dummy Product 472,<p>This is a description for Dummy Product 472.</p>,Vendor 5,Type 3,"tag472,sample",TRUE,Size,Large,SKU0472,6,81.72,101.14
dummy-product-473,Dummy Product 473,<p>This is a description for Dummy Product 473.</p>,Vendor 5,Type 3,"tag473,sample",TRUE,Size,Small,SKU0473,71,32.30,102.29
dummy-product-474,Dummy Product 474,<p>This is a description for Dummy Product 474.</p>,Vendor 5,Type 3,"tag474,sample",TRUE,Size,Large,SKU0474,42,11.11,104.00
dummy-product-475,Dummy Product 475,<p>This is a description for Dummy Product 475.</p>,Vendor 5,Type 3,"tag475,sample",TRUE,Size,Small,SKU0475,58,27.20,118.73
dummy-product-476,Dummy Product 476,<p>This is a description for Dummy Product 476.</p>,Vendor 5,Type 3,"tag476,sample",TRUE,Size,Large,SKU0476,99,94.21,104.06
dummy-product-477,Dummy Product 477,<p>This is a description for Dummy Product 477.</p>,Vendor 5,Type 3,"tag477,sample",TRUE,Size,Small,SKU0477,41,7.83,118.92
dummy-product-478,Dummy Product 478,<p>This is a description for Dummy Product 478.</p>,Vendor 5,Type 3,"tag478,sample",TRUE,Size,Large,SKU0478,29,59.38,105.31
dummy-product-479,Dummy Product 479,<p>This is a description for Dummy Product 479.</p>,Vendor 5,Type 3,"tag479,sample",TRUE,Size,Small,SKU0479,49,50.35,102.58
dummy-product-480,Dummy Product 480,<p>This is a description for Dummy Product 480.</p>,Vendor 5,Type 3,"tag480,sample",TRUE,Size,Large,SKU0480,53,33.55,111.94
dummy-product-481,Dummy Product 481,<p>This is a description for Dummy Product 481.</p>,Vendor 5,Type 3,"tag481,sample",TRUE,Size,Small,SKU0481,45,33.78,109.07
dummy-product-482,Dummy Product 482,<p>This is a description for Dummy Product 482.</p>,Vendor 5,Type 3,"tag482,sample",TRUE,Size,Large,SKU0482,85,13.87,119.40
dummy-product-483,Dummy Product 483,<p>This is a description for Dummy Product 483.</p>,Vendor 5,Type 3,"tag483,sample",TRUE,Size,Small,SKU0483,76,82.80,113.03
dummy-product-484,Dummy Product 484,<p>This is a description for Dummy Product 484.</p>,Vendor 5,Type 3,"tag484,sample",TRUE,Size,Large,SKU0484,72,41.64,110.02
dummy-product-485,Dummy Product 485,<p>This is a description for Dummy Product 485.</p>,Vendor 5,Type 3,"tag485,sample",TRUE,Size,Small,SKU0485,23,78.32,112.26
dummy-product-486,Dummy Product 486,<p>This is a description for Dummy Product 486.</p>,Vendor 5,Type 3,"tag486,sample",TRUE,Size,Large,SKU0486,81,6.79,104.45
dummy-product-487,Dummy Product 487,<p>This is a description for Dummy Product 487.</p>,Vendor 5,Type 3,"tag487,sample",TRUE,Size,Small,SKU0487,65,2.95,100.36
dummy-product-488,Dummy Product 488,<p>This is a description for Dummy Product 488.</p>,Vendor 5,Type 3,"tag488,sample",TRUE,Size,Large,SKU0488,33,98.03,115.87
